time,probability
1499,0.982292347758856
1500,0.9829595288628137
1501,0.9836052845527787
1502,0.9842301534338573
1503,0.9848346913492819
1504,0.9854181453644446
1505,0.9859823984668968
1506,0.9865279642466515
1507,0.9870553465067038
1508,0.9875650394655417
1509,0.9880562487617551
1510,0.9885308028554022
1511,0.9889891645329756
1512,0.9894317957220894
1513,0.9898591389920208
1514,0.9902702682844275
1515,0.9906670544409846
1516,0.9910499046180931
1517,0.9914192349852622
1518,0.9917754484630943
1519,0.9921175244972821
1520,0.9924473387514459
1521,0.9927652613137781
1522,0.9930716492880779
1523,0.9933668592603055
1524,0.9936498525268306
1525,0.9939224289919125
1526,0.9941849109664265
1527,0.9944376089500857
1528,0.9946808414299984
1529,0.9949135494548722
1530,0.995137464744557
1531,0.9953528723857828
1532,0.9955600493316241
1533,0.9957592674174109
1534,0.9959494621342319
1535,0.9961322984061832
1536,0.9963080218503951
1537,0.9964768580007113
1538,0.9966390551453322
1539,0.9967935558966292
1540,0.9969419276590651
1541,0.9970843923537486
1542,0.9972211484113768
1543,0.9973523999543993
1544,0.9974771042800337
1545,0.9975967528124877
1546,0.9977115308038984
1547,0.9978216066928061
1548,0.997927152952015
1549,0.9980272043077534
1550,0.9981231076067889
1551,0.9982150141907573
1552,0.9983030693803567
1553,0.9983874205564199
1554,0.9984671342298402
1555,0.9985434747622705
1556,0.9986165640391973
1557,0.9986865228350199
1558,0.9987534730388079
1559,0.9988165661501801
1560,0.998876934075465
1561,0.9989346774588252
1562,0.9989898936507954
1563,0.9990426870604467
1564,0.9990922853683999
1565,0.9991397022321079
1566,0.9991850222060599
1567,0.9992283287828457
1568,0.9992696938392286
1569,0.9993084416819549
1570,0.9993454514882981
1571,0.9993807891106392
1572,0.9994145196028803
1573,0.9994467099482681
1574,0.9994767562824918
1575,0.9995054258216994
1576,0.999532778601196
1577,0.9995588681946417
1578,0.9995837454610603
1579,0.9996068968181866
1580,0.9996289707367986
1581,0.9996500130158069
1582,0.9996700602490455
1583,0.999689156293058
1584,0.9997068555290982
1585,0.99972371316661
1586,0.99973976900894
1587,0.9997550508061234
1588,0.999769596782299
1589,0.9997830073287743
1590,0.9997957717674141
1591,0.9998079208515108
1592,0.9998194783829726
1593,0.9998304707252922
1594,0.9998405844418491
1595,0.9998501978361289
1596,0.9998593386966347
1597,0.9998680239412974
1598,0.9998762777429758
1599,0.9998838322207699
1600,0.9998910100096613
1601,0.9998978271006623
1602,0.9999043009177028
1603,0.9999104462717671
1604,0.9999160458070491
1605,0.9999213602931276
1606,0.9999264041873488
1607,0.9999311892348794
1608,0.9999357253634328
1609,0.9999398238905957
1610,0.9999437137248282
1611,0.9999474043602712
1612,0.9999509051236586
1613,0.9999542236157442
1614,0.9999572188676559
1615,0.999960058750041
1616,0.9999627504602714
1617,0.9999653015426531
1618,0.9999677177843997
1619,0.9999698841949596
1620,0.9999719320929578
1621,0.9999738702115978
1622,0.9999757035008278
1623,0.9999774391031636
1624,0.9999789835035161
1625,0.9999804447234085
1626,0.9999818259568151
1627,0.999983131836822
1628,0.9999843668863088
1629,0.9999854634997161
1630,0.9999865003859624
1631,0.9999874805866643
1632,0.9999884070425381
1633,0.9999892829566497
1634,0.9999900528245205
1635,0.9999907794677134
1636,0.9999914678518251
1637,0.9999921186951775
1638,0.9999927333324142
1639,0.9999932680736867
1640,0.9999937731961502
1641,0.9999942491249195
1642,0.9999946989041401
1643,0.9999951232307593
1644,0.999995493387975
1645,0.9999958425753758
1646,0.9999961719673851
1647,0.9999964828319088
1648,0.9999967755112018
1649,0.9999970228588371
1650,0.9999972558169515
1651,0.9999974758506031
1652,0.9999976835574673
1653,0.9999978792185023
1654,0.9999980446750114
1655,0.9999982007545822
1656,0.999998348004515
1657,0.9999984868407915
1658,0.999998618060412
1659,0.9999987298387094
1660,0.9999988348338403
1661,0.9999989333849768
1662,0.9999990261388856
1663,0.9999991133881293
1664,0.9999991885042306
1665,0.9999992587415548
1666,0.9999993250436205
1667,0.9999993872768326
1668,0.9999994453494573
1669,0.9999994932158857
1670,0.9999995377339994
1671,0.9999995797482728
1672,0.9999996190547626
1673,0.9999996557993273
1674,0.9999996858460258
1675,0.9999997141790714
1676,0.9999997409200612
1677,0.999999765819953
1678,0.9999997893171049
1679,0.9999998075221742
1680,0.999999824704657
1681,0.9999998409186038
1682,0.9999998558765295
1683,0.9999998699740341
1684,0.9999998816029453
1685,0.9999998925539528
1686,0.9999999028730012
1687,0.9999999122620739
1688,0.9999999211032816
1689,0.9999999281100964
1690,0.9999999347129311
1691,0.9999999406059515
1692,0.9999999461550195
1693,0.999999951382595
1694,0.9999999559796587
1695,0.9999999603123522
1696,0.9999999643947611
1697,0.9999999682435301
1698,0.9999999718707985
1699,0.9999999752823996
1700,0.9999999784869984
1701,0.9999999814955205
1702,0.999999984314303
1703,0.9999999869529053
1704,0.9999999890924315
1705,0.9999999910944098
1706,0.9999999926403723
1707,0.999999994089036
1708,0.9999999951203896
1709,0.9999999957611798
1710,0.9999999963664559
1711,0.9999999969341008
1712,0.9999999974661793
1713,0.9999999979646519
1714,0.9999999984312667
1715,0.9999999988638961
1716,0.9999999992685701
1717,0.9999999996467197
1718,0.9999999999999987
